g, c, u0
14.08,1.69, 1.092800
14.08,1.70, 1.113944
14.08,1.71, 1.134902
14.08,1.72, 1.153401
14.08,1.73, 1.170011
14.08,1.74, 1.186769
14.08,1.75, 1.206532
14.08,1.76, 1.233727
14.08,1.77, 1.272286
14.08,1.78, 1.320259
14.08,1.79, 1.372687
14.08,1.80, 1.426857
14.08,1.81, 1.484463
14.08,1.82, 1.547629
14.08,1.83, 1.617794
14.08,1.84, 1.696037
14.08,1.85, 1.782602
14.08,1.86, 1.876112
14.08,1.87, 1.973931
14.08,1.88, 2.064106
14.08,1.89, 2.129993
14.08,1.90, 2.167662
14.08,1.91, 2.197952
14.08,1.92, 2.242385
14.08,1.93, 2.303617
14.08,1.94, 2.374593
14.08,1.95, 2.448585
14.08,1.96, 2.519646
14.08,1.97, 2.582522
14.08,1.98, 2.637220
14.08,1.99, 2.686449
14.08,2.00, 2.732945
14.10,1.00, 8.746215
14.10,1.01, 8.305210
14.10,1.02, 7.869438
14.10,1.03, 7.444130
14.10,1.04, 7.034441
14.10,1.05, 6.636139
14.10,1.06, 6.226759
14.10,1.07, 5.784748
14.10,1.08, 5.314736
14.10,1.09, 4.834849
14.10,1.10, 4.364880
14.10,1.11, 3.927650
14.10,1.12, 3.543727
14.10,1.13, 3.211038
14.10,1.14, 2.915865
14.10,1.15, 2.646228
14.10,1.16, 2.393705
14.10,1.17, 2.151105
14.10,1.18, 1.918398
14.10,1.19, 1.699256
14.10,1.20, 1.498961
14.10,1.21, 1.325868
14.10,1.22, 1.187993
14.10,1.23, 1.087364
14.10,1.24, 1.022890
14.10,1.25, 0.989897
14.10,1.26, 0.976792
14.10,1.27, 0.971926
14.10,1.28, 0.970078
14.10,1.29, 0.969341
14.10,1.30, 0.968578
14.10,1.31, 0.968091
14.10,1.32, 0.968305
14.10,1.33, 0.969283
14.10,1.34, 0.970900
14.10,1.35, 0.973019
14.10,1.36, 0.975485
14.10,1.37, 0.978141
14.10,1.38, 0.980857
14.10,1.39, 0.983515
14.10,1.40, 0.986057
14.10,1.41, 0.988538
14.10,1.42, 0.991022
14.10,1.43, 0.993523
14.10,1.44, 0.996028
14.10,1.45, 0.998471
14.10,1.46, 1.000677
14.10,1.47, 1.002461
14.10,1.48, 1.003636
14.10,1.49, 1.004019
14.10,1.50, 1.003725
14.10,1.51, 1.003451
14.10,1.52, 1.003862
14.10,1.53, 1.004766
14.10,1.54, 1.005530
14.10,1.55, 1.005831
14.10,1.56, 1.005947
14.10,1.57, 1.006222
14.10,1.58, 1.006959
14.10,1.59, 1.008438
14.10,1.60, 1.010708
14.10,1.61, 1.013360
14.10,1.62, 1.016057
14.10,1.63, 1.019509
14.10,1.64, 1.024963
14.10,1.65, 1.033192
14.10,1.66, 1.044044
14.10,1.67, 1.057303
14.10,1.68, 1.073092
14.10,1.69, 1.091710
14.10,1.70, 1.112545
14.10,1.71, 1.133227
14.10,1.72, 1.151498
14.10,1.73, 1.167873
14.10,1.74, 1.184295
14.10,1.75, 1.203555
14.10,1.76, 1.230060
14.10,1.77, 1.267752
14.10,1.78, 1.314923
14.10,1.79, 1.366972
14.10,1.80, 1.421257
14.10,1.81, 1.478979
14.10,1.82, 1.541772
14.10,1.83, 1.611158
14.10,1.84, 1.688596
14.10,1.85, 1.774497
14.10,1.86, 1.867254
14.10,1.87, 1.964007
14.10,1.88, 2.053066
14.10,1.89, 2.118298
14.10,1.90, 2.155967
14.10,1.91, 2.186500
14.10,1.92, 2.230975
14.10,1.93, 2.292004
14.10,1.94, 2.362693
14.10,1.95, 2.436427
14.10,1.96, 2.507278
14.10,1.97, 2.570002
14.10,1.98, 2.624595
14.10,1.99, 2.673754
14.10,2.00, 2.720195
14.12,1.00, 8.681040
14.12,1.01, 8.243947
14.12,1.02, 7.811923
14.12,1.03, 7.390038
14.12,1.04, 6.983284
14.12,1.05, 6.587589
14.12,1.06, 6.181267
14.12,1.07, 5.743480
14.12,1.08, 5.278377
14.12,1.09, 4.802993
14.12,1.10, 4.336544
14.12,1.11, 3.902283
14.12,1.12, 3.521277
14.12,1.13, 3.191538
14.12,1.14, 2.899223
14.12,1.15, 2.632236
14.12,1.16, 2.382066
14.12,1.17, 2.141456
14.12,1.18, 1.910463
14.12,1.19, 1.692922
14.12,1.20, 1.494205
14.12,1.21, 1.322608
14.12,1.22, 1.186071
14.12,1.23, 1.086534
14.12,1.24, 1.022813
14.12,1.25, 0.990216
14.12,1.26, 0.977275
14.12,1.27, 0.972478
14.12,1.28, 0.970665
14.12,1.29, 0.969953
14.12,1.30, 0.969219
14.12,1.31, 0.968758
14.12,1.32, 0.968988
14.12,1.33, 0.969957
14.12,1.34, 0.971524
14.12,1.35, 0.973557
14.12,1.36, 0.975943
14.12,1.37, 0.978569
14.12,1.38, 0.981292
14.12,1.39, 0.983958
14.12,1.40, 0.986487
14.12,1.41, 0.988946
14.12,1.42, 0.991412
14.12,1.43, 0.993899
14.12,1.44, 0.996386
14.12,1.45, 0.998801
14.12,1.46, 1.000973
14.12,1.47, 1.002718
14.12,1.48, 1.003865
14.12,1.49, 1.004248
14.12,1.50, 1.003983
14.12,1.51, 1.003733
14.12,1.52, 1.004127
14.12,1.53, 1.004995
14.12,1.54, 1.005757
14.12,1.55, 1.006107
14.12,1.56, 1.006283
14.12,1.57, 1.006587
14.12,1.58, 1.007319
14.12,1.59, 1.008779
14.12,1.60, 1.011027
14.12,1.61, 1.013660
14.12,1.62, 1.016342
14.12,1.63, 1.019763
14.12,1.64, 1.025136
14.12,1.65, 1.033218
14.12,1.66, 1.043859
14.12,1.67, 1.056849
14.12,1.68, 1.072333
14.12,1.69, 1.090632
14.12,1.70, 1.111160
14.12,1.71, 1.131566
14.12,1.72, 1.149608
14.12,1.73, 1.165746
14.12,1.74, 1.181837
14.12,1.75, 1.200605
14.12,1.76, 1.226433
14.12,1.77, 1.263272
14.12,1.78, 1.309650
14.12,1.79, 1.361319
14.12,1.80, 1.415703
14.12,1.81, 1.473528
14.12,1.82, 1.535948
14.12,1.83, 1.604565
14.12,1.84, 1.681198
14.12,1.85, 1.766425
14.12,1.86, 1.858414
14.12,1.87, 1.954094
14.12,1.88, 2.042037
14.12,1.89, 2.106612
14.12,1.90, 2.144280
14.12,1.91, 2.175050
14.12,1.92, 2.219564
14.12,1.93, 2.280389
14.12,1.94, 2.350790
14.12,1.95, 2.424262
14.12,1.96, 2.494900
14.12,1.97, 2.557468
14.12,1.98, 2.611954
14.12,1.99, 2.661038
14.12,2.00, 2.707421
14.14,1.00, 8.615902
14.14,1.01, 8.182720
14.14,1.02, 7.754445
14.14,1.03, 7.335988
14.14,1.04, 6.932183
14.14,1.05, 6.539112
14.14,1.06, 6.135855
14.14,1.07, 5.702273
14.14,1.08, 5.242049
14.14,1.09, 4.771151
14.14,1.10, 4.308232
14.14,1.11, 3.876953
14.14,1.12, 3.498859
14.14,1.13, 3.172051
14.14,1.14, 2.882574
14.14,1.15, 2.618227
14.14,1.16, 2.370414
14.14,1.17, 2.131809
14.14,1.18, 1.902549
14.14,1.19, 1.686626
14.14,1.20, 1.489494
14.14,1.21, 1.319392
14.14,1.22, 1.184184
14.14,1.23, 1.085726
14.14,1.24, 1.022746
14.14,1.25, 0.990536
14.14,1.26, 0.977757
14.14,1.27, 0.973029
14.14,1.28, 0.971254
14.14,1.29, 0.970570
14.14,1.30, 0.969867
14.14,1.31, 0.969433
14.14,1.32, 0.969677
14.14,1.33, 0.970635
14.14,1.34, 0.972151
14.14,1.35, 0.974098
14.14,1.36, 0.976405
14.14,1.37, 0.978999
14.14,1.38, 0.981729
14.14,1.39, 0.984401
14.14,1.40, 0.986916
14.14,1.41, 0.989353
14.14,1.42, 0.991802
14.14,1.43, 0.994276
14.14,1.44, 0.996747
14.14,1.45, 0.999136
14.14,1.46, 1.001274
14.14,1.47, 1.002979
14.14,1.48, 1.004095
14.14,1.49, 1.004477
14.14,1.50, 1.004242
14.14,1.51, 1.004016
14.14,1.52, 1.004397
14.14,1.53, 1.005233
14.14,1.54, 1.005991
14.14,1.55, 1.006386
14.14,1.56, 1.006619
14.14,1.57, 1.006951
14.14,1.58, 1.007681
14.14,1.59, 1.009122
14.14,1.60, 1.011348
14.14,1.61, 1.013962
14.14,1.62, 1.016628
14.14,1.63, 1.020015
14.14,1.64, 1.025309
14.14,1.65, 1.033245
14.14,1.66, 1.043677
14.14,1.67, 1.056403
14.14,1.68, 1.071586
14.14,1.69, 1.089569
14.14,1.70, 1.109790
14.14,1.71, 1.129920
14.14,1.72, 1.147730
14.14,1.73, 1.163631
14.14,1.74, 1.179395
14.14,1.75, 1.197684
14.14,1.76, 1.222852
14.14,1.77, 1.258856
14.14,1.78, 1.304451
14.14,1.79, 1.355733
14.14,1.80, 1.410197
14.14,1.81, 1.468106
14.14,1.82, 1.530154
14.14,1.83, 1.598013
14.14,1.84, 1.673847
14.14,1.85, 1.758390
14.14,1.86, 1.849597
14.14,1.87, 1.944196
14.14,1.88, 2.031020
14.14,1.89, 2.094939
14.14,1.90, 2.132602
14.14,1.91, 2.163608
14.14,1.92, 2.208158
14.14,1.93, 2.268776
14.14,1.94, 2.338885
14.14,1.95, 2.412093
14.14,1.96, 2.482515
14.14,1.97, 2.544924
14.14,1.98, 2.599299
14.14,1.99, 2.648304
14.14,2.00, 2.694625
14.16,1.00, 8.550823
14.16,1.01, 8.121547
14.16,1.02, 7.697021
14.16,1.03, 7.281997
14.16,1.04, 6.881156
14.16,1.05, 6.490729
14.16,1.06, 6.090542
14.16,1.07, 5.661140
14.16,1.08, 5.205754
14.16,1.09, 4.739323
14.16,1.10, 4.279945
14.16,1.11, 3.851665
14.16,1.12, 3.476479
14.16,1.13, 3.152578
14.16,1.14, 2.865915
14.16,1.15, 2.604198
14.16,1.16, 2.358745
14.16,1.17, 2.122160
14.16,1.18, 1.894655
14.16,1.19, 1.680368
14.16,1.20, 1.484832
14.16,1.21, 1.316225
14.16,1.22, 1.182338
14.16,1.23, 1.084945
14.16,1.24, 1.022693
14.16,1.25, 0.990860
14.16,1.26, 0.978237
14.16,1.27, 0.973578
14.16,1.28, 0.971844
14.16,1.29, 0.971192
14.16,1.30, 0.970522
14.16,1.31, 0.970116
14.16,1.32, 0.970373
14.16,1.33, 0.971317
14.16,1.34, 0.972781
14.16,1.35, 0.974643
14.16,1.36, 0.976871
14.16,1.37, 0.979433
14.16,1.38, 0.982166
14.16,1.39, 0.984842
14.16,1.40, 0.987343
14.16,1.41, 0.989758
14.16,1.42, 0.992192
14.16,1.43, 0.994656
14.16,1.44, 0.997112
14.16,1.45, 0.999477
14.16,1.46, 1.001580
14.16,1.47, 1.003244
14.16,1.48, 1.004327
14.16,1.49, 1.004706
14.16,1.50, 1.004502
14.16,1.51, 1.004303
14.16,1.52, 1.004672
14.16,1.53, 1.005479
14.16,1.54, 1.006234
14.16,1.55, 1.006670
14.16,1.56, 1.006955
14.16,1.57, 1.007314
14.16,1.58, 1.008043
14.16,1.59, 1.009468
14.16,1.60, 1.011672
14.16,1.61, 1.014265
14.16,1.62, 1.016913
14.16,1.63, 1.020267
14.16,1.64, 1.025482
14.16,1.65, 1.033274
14.16,1.66, 1.043501
14.16,1.67, 1.055967
14.16,1.68, 1.070852
14.16,1.69, 1.088522
14.16,1.70, 1.108438
14.16,1.71, 1.128290
14.16,1.72, 1.145865
14.16,1.73, 1.161527
14.16,1.74, 1.176971
14.16,1.75, 1.194796
14.16,1.76, 1.219327
14.16,1.77, 1.254514
14.16,1.78, 1.299336
14.16,1.79, 1.350222
14.16,1.80, 1.404739
14.16,1.81, 1.462710
14.16,1.82, 1.524384
14.16,1.83, 1.591499
14.16,1.84, 1.666542
14.16,1.85, 1.750394
14.16,1.86, 1.840806
14.16,1.87, 1.934315
14.16,1.88, 2.020019
14.16,1.89, 2.083280
14.16,1.90, 2.120937
14.16,1.91, 2.152174
14.16,1.92, 2.196758
14.16,1.93, 2.257168
14.16,1.94, 2.326984
14.16,1.95, 2.399925
14.16,1.96, 2.470127
14.16,1.97, 2.532372
14.16,1.98, 2.586632
14.16,1.99, 2.635555
14.16,2.00, 2.681809
14.18,1.00, 8.485824
14.18,1.01, 8.060448
14.18,1.02, 7.639669
14.18,1.03, 7.228084
14.18,1.04, 6.830222
14.18,1.05, 6.442462
14.18,1.06, 6.045349
14.18,1.07, 5.620094
14.18,1.08, 5.169497
14.18,1.09, 4.707508
14.18,1.10, 4.251687
14.18,1.11, 3.826429
14.18,1.12, 3.454146
14.18,1.13, 3.133125
14.18,1.14, 2.849248
14.18,1.15, 2.590149
14.18,1.16, 2.347058
14.18,1.17, 2.112509
14.18,1.18, 1.886781
14.18,1.19, 1.674150
14.18,1.20, 1.480221
14.18,1.21, 1.313112
14.18,1.22, 1.180537
14.18,1.23, 1.084195
14.18,1.24, 1.022655
14.18,1.25, 0.991190
14.18,1.26, 0.978717
14.18,1.27, 0.974126
14.18,1.28, 0.972435
14.18,1.29, 0.971819
14.18,1.30, 0.971185
14.18,1.31, 0.970808
14.18,1.32, 0.971076
14.18,1.33, 0.972004
14.18,1.34, 0.973413
14.18,1.35, 0.975190
14.18,1.36, 0.977342
14.18,1.37, 0.979869
14.18,1.38, 0.982602
14.18,1.39, 0.985281
14.18,1.40, 0.987767
14.18,1.41, 0.990163
14.18,1.42, 0.992583
14.18,1.43, 0.995037
14.18,1.44, 0.997480
14.18,1.45, 0.999823
14.18,1.46, 1.001894
14.18,1.47, 1.003515
14.18,1.48, 1.004562
14.18,1.49, 1.004937
14.18,1.50, 1.004762
14.18,1.51, 1.004592
14.18,1.52, 1.004954
14.18,1.53, 1.005734
14.18,1.54, 1.006484
14.18,1.55, 1.006957
14.18,1.56, 1.007289
14.18,1.57, 1.007675
14.18,1.58, 1.008405
14.18,1.59, 1.009815
14.18,1.60, 1.011999
14.18,1.61, 1.014571
14.18,1.62, 1.017199
14.18,1.63, 1.020518
14.18,1.64, 1.025654
14.18,1.65, 1.033305
14.18,1.66, 1.043331
14.18,1.67, 1.055541
14.18,1.68, 1.070132
14.18,1.69, 1.087492
14.18,1.70, 1.107102
14.18,1.71, 1.126676
14.18,1.72, 1.144013
14.18,1.73, 1.159434
14.18,1.74, 1.174566
14.18,1.75, 1.191946
14.18,1.76, 1.215861
14.18,1.77, 1.250253
14.18,1.78, 1.294313
14.18,1.79, 1.344793
14.18,1.80, 1.399331
14.18,1.81, 1.457334
14.18,1.82, 1.518632
14.18,1.83, 1.585019
14.18,1.84, 1.659283
14.18,1.85, 1.742440
14.18,1.86, 1.832046
14.18,1.87, 1.924457
14.18,1.88, 2.009036
14.18,1.89, 2.071638
14.18,1.90, 2.109286
14.18,1.91, 2.140753
14.18,1.92, 2.185370
14.18,1.93, 2.245570
14.18,1.94, 2.315089
14.18,1.95, 2.387760
14.18,1.96, 2.457739
14.18,1.97, 2.519817
14.18,1.98, 2.573958
14.18,1.99, 2.622794
14.18,2.00, 2.668977
14.20,1.00, 8.420929
14.20,1.01, 7.999446
14.20,1.02, 7.582410
14.20,1.03, 7.174269
14.20,1.04, 6.779403
14.20,1.05, 6.394331
14.20,1.06, 6.000297
14.20,1.07, 5.579148
14.20,1.08, 5.133282
14.20,1.09, 4.675706
14.20,1.10, 4.223461
14.20,1.11, 3.801256
14.20,1.12, 3.431874
14.20,1.13, 3.113702
14.20,1.14, 2.832581
14.20,1.15, 2.576085
14.20,1.16, 2.335358
14.20,1.17, 2.102858
14.20,1.18, 1.878926
14.20,1.19, 1.667969
14.20,1.20, 1.475659
14.20,1.21, 1.310051
14.20,1.22, 1.178783
14.20,1.23, 1.083478
14.20,1.24, 1.022636
14.20,1.25, 0.991527
14.20,1.26, 0.979197
14.20,1.27, 0.974673
14.20,1.28, 0.973027
14.20,1.29, 0.972450
14.20,1.30, 0.971856
14.20,1.31, 0.971509
14.20,1.32, 0.971786
14.20,1.33, 0.972693
14.20,1.34, 0.974047
14.20,1.35, 0.975740
14.20,1.36, 0.977815
14.20,1.37, 0.980308
14.20,1.38, 0.983038
14.20,1.39, 0.985717
14.20,1.40, 0.988190
14.20,1.41, 0.990567
14.20,1.42, 0.992974
14.20,1.43, 0.995421
14.20,1.44, 0.997853
14.20,1.45, 1.000177
14.20,1.46, 1.002215
14.20,1.47, 1.003793
14.20,1.48, 1.004801
14.20,1.49, 1.005168
14.20,1.50, 1.005023
14.20,1.51, 1.004884
14.20,1.52, 1.005243
14.20,1.53, 1.005998
14.20,1.54, 1.006744
14.20,1.55, 1.007247
14.20,1.56, 1.007622
14.20,1.57, 1.008033
14.20,1.58, 1.008765
14.20,1.59, 1.010164
14.20,1.60, 1.012328
14.20,1.61, 1.014878
14.20,1.62, 1.017485
14.20,1.63, 1.020768
14.20,1.64, 1.025825
14.20,1.65, 1.033337
14.20,1.66, 1.043167
14.20,1.67, 1.055126
14.20,1.68, 1.069427
14.20,1.69, 1.086479
14.20,1.70, 1.105784
14.20,1.71, 1.125077
14.20,1.72, 1.142173
14.20,1.73, 1.157354
14.20,1.74, 1.172182
14.20,1.75, 1.189137
14.20,1.76, 1.212462
14.20,1.77, 1.246083
14.20,1.78, 1.289392
14.20,1.79, 1.339451
14.20,1.80, 1.393973
14.20,1.81, 1.451974
14.20,1.82, 1.512890
14.20,1.83, 1.578567
14.20,1.84, 1.652068
14.20,1.85, 1.734529
14.20,1.86, 1.823320
14.20,1.87, 1.914627
14.20,1.88, 1.998078
14.20,1.89, 2.060017
14.20,1.90, 2.097654
14.20,1.91, 2.129349
14.20,1.92, 2.173996
14.20,1.93, 2.233984
14.20,1.94, 2.303206
14.20,1.95, 2.375603
14.20,1.96, 2.445355
14.20,1.97, 2.507261
14.20,1.98, 2.561280
14.20,1.99, 2.610025
14.20,2.00, 2.656134
14.22,1.00, 8.356161
14.22,1.01, 7.938561
14.22,1.02, 7.525264
14.22,1.03, 7.120570
14.22,1.04, 6.728718
14.22,1.05, 6.346358
14.22,1.06, 5.955402
14.22,1.07, 5.538314
14.22,1.08, 5.097112
14.22,1.09, 4.643917
14.22,1.10, 4.195274
14.22,1.11, 3.776156
14.22,1.12, 3.409674
14.22,1.13, 3.094321
14.22,1.14, 2.815922
14.22,1.15, 2.562013
14.22,1.16, 2.323649
14.22,1.17, 2.093210
14.22,1.18, 1.871091
14.22,1.19, 1.661826
14.22,1.20, 1.471146
14.22,1.21, 1.307043
14.22,1.22, 1.177075
14.22,1.23, 1.082795
14.22,1.24, 1.022638
14.22,1.25, 0.991874
14.22,1.26, 0.979680
14.22,1.27, 0.975219
14.22,1.28, 0.973618
14.22,1.29, 0.973084
14.22,1.30, 0.972533
14.22,1.31, 0.972217
14.22,1.32, 0.972502
14.22,1.33, 0.973387
14.22,1.34, 0.974683
14.22,1.35, 0.976293
14.22,1.36, 0.978292
14.22,1.37, 0.980747
14.22,1.38, 0.983472
14.22,1.39, 0.986150
14.22,1.40, 0.988610
14.22,1.41, 0.990971
14.22,1.42, 0.993367
14.22,1.43, 0.995808
14.22,1.44, 0.998231
14.22,1.45, 1.000537
14.22,1.46, 1.002545
14.22,1.47, 1.004077
14.22,1.48, 1.005043
14.22,1.49, 1.005401
14.22,1.50, 1.005286
14.22,1.51, 1.005179
14.22,1.52, 1.005538
14.22,1.53, 1.006272
14.22,1.54, 1.007011
14.22,1.55, 1.007541
14.22,1.56, 1.007952
14.22,1.57, 1.008385
14.22,1.58, 1.009122
14.22,1.59, 1.010512
14.22,1.60, 1.012659
14.22,1.61, 1.015186
14.22,1.62, 1.017771
14.22,1.63, 1.021015
14.22,1.64, 1.025993
14.22,1.65, 1.033370
14.22,1.66, 1.043007
14.22,1.67, 1.054721
14.22,1.68, 1.068736
14.22,1.69, 1.085483
14.22,1.70, 1.104483
14.22,1.71, 1.123493
14.22,1.72, 1.140344
14.22,1.73, 1.155285
14.22,1.74, 1.169819
14.22,1.75, 1.186370
14.22,1.76, 1.209132
14.22,1.77, 1.242009
14.22,1.78, 1.284579
14.22,1.79, 1.334203
14.22,1.80, 1.388666
14.22,1.81, 1.446624
14.22,1.82, 1.507152
14.22,1.83, 1.572137
14.22,1.84, 1.644893
14.22,1.85, 1.726661
14.22,1.86, 1.814632
14.22,1.87, 1.904828
14.22,1.88, 1.987147
14.22,1.89, 2.048423
14.22,1.90, 2.086046
14.22,1.91, 2.117965
14.22,1.92, 2.162641
14.22,1.93, 2.222416
14.22,1.94, 2.291337
14.22,1.95, 2.363458
14.22,1.96, 2.432979
14.22,1.97, 2.494710
14.22,1.98, 2.548602
14.22,1.99, 2.597252
14.22,2.00, 2.643283
14.24,1.00, 8.291544
14.24,1.01, 7.877817
14.24,1.02, 7.468251
14.24,1.03, 7.067006
14.24,1.04, 6.678184
14.24,1.05, 6.298559
14.24,1.06, 5.910681
14.24,1.07, 5.497603
14.24,1.08, 5.060994
14.24,1.09, 4.612147
14.24,1.10, 4.167132
14.24,1.11, 3.751140
14.24,1.12, 3.387562
14.24,1.13, 3.074995
14.24,1.14, 2.799284
14.24,1.15, 2.547943
14.24,1.16, 2.311938
14.24,1.17, 2.083566
14.24,1.18, 1.863275
14.24,1.19, 1.655718
14.24,1.20, 1.466681
14.24,1.21, 1.304086
14.24,1.22, 1.175414
14.24,1.23, 1.082148
14.24,1.24, 1.022662
14.24,1.25, 0.992231
14.24,1.26, 0.980165
14.24,1.27, 0.975764
14.24,1.28, 0.974211
14.24,1.29, 0.973721
14.24,1.30, 0.973215
14.24,1.31, 0.972932
14.24,1.32, 0.973224
14.24,1.33, 0.974083
14.24,1.34, 0.975320
14.24,1.35, 0.976847
14.24,1.36, 0.978771
14.24,1.37, 0.981187
14.24,1.38, 0.983903
14.24,1.39, 0.986578
14.24,1.40, 0.989027
14.24,1.41, 0.991374
14.24,1.42, 0.993762
14.24,1.43, 0.996197
14.24,1.44, 0.998614
14.24,1.45, 1.000905
14.24,1.46, 1.002885
14.24,1.47, 1.004370
14.24,1.48, 1.005291
14.24,1.49, 1.005636
14.24,1.50, 1.005550
14.24,1.51, 1.005477
14.24,1.52, 1.005839
14.24,1.53, 1.006555
14.24,1.54, 1.007287
14.24,1.55, 1.007837
14.24,1.56, 1.008278
14.24,1.57, 1.008733
14.24,1.58, 1.009476
14.24,1.59, 1.010860
14.24,1.60, 1.012989
14.24,1.61, 1.015495
14.24,1.62, 1.018056
14.24,1.63, 1.021260
14.24,1.64, 1.026159
14.24,1.65, 1.033403
14.24,1.66, 1.042853
14.24,1.67, 1.054326
14.24,1.68, 1.068060
14.24,1.69, 1.084504
14.24,1.70, 1.103198
14.24,1.71, 1.121921
14.24,1.72, 1.138525
14.24,1.73, 1.153228
14.24,1.74, 1.167478
14.24,1.75, 1.183647
14.24,1.76, 1.205875
14.24,1.77, 1.238035
14.24,1.78, 1.279881
14.24,1.79, 1.329052
14.24,1.80, 1.383409
14.24,1.81, 1.441281
14.24,1.82, 1.501413
14.24,1.83, 1.565727
14.24,1.84, 1.637758
14.24,1.85, 1.718837
14.24,1.86, 1.805982
14.24,1.87, 1.895064
14.24,1.88, 1.976250
14.24,1.89, 2.036859
14.24,1.90, 2.074465
14.24,1.91, 2.106607
14.24,1.92, 2.151309
14.24,1.93, 2.210870
14.24,1.94, 2.279489
14.24,1.95, 2.351330
14.24,1.96, 2.420616
14.24,1.97, 2.482167
14.24,1.98, 2.535928
14.24,1.99, 2.584480
14.24,2.00, 2.630428
14.26,1.00, 8.227101
14.26,1.01, 7.817234
14.26,1.02, 7.411392
14.26,1.03, 7.013598
14.26,1.04, 6.627821
14.26,1.05, 6.250952
14.26,1.06, 5.866148
14.26,1.07, 5.457025
14.26,1.08, 5.024935
14.26,1.09, 4.580402
14.26,1.10, 4.139043
14.26,1.11, 3.726221
14.26,1.12, 3.365552
14.26,1.13, 3.055741
14.26,1.14, 2.782680
14.26,1.15, 2.533885
14.26,1.16, 2.300230
14.26,1.17, 2.073931
14.26,1.18, 1.855481
14.26,1.19, 1.649644
14.26,1.20, 1.462259
14.26,1.21, 1.301178
14.26,1.22, 1.173797
14.26,1.23, 1.081536
14.26,1.24, 1.022709
14.26,1.25, 0.992600
14.26,1.26, 0.980654
14.26,1.27, 0.976311
14.26,1.28, 0.974806
14.26,1.29, 0.974362
14.26,1.30, 0.973903
14.26,1.31, 0.973653
14.26,1.32, 0.973950
14.26,1.33, 0.974782
14.26,1.34, 0.975960
14.26,1.35, 0.977405
14.26,1.36, 0.979252
14.26,1.37, 0.981627
14.26,1.38, 0.984331
14.26,1.39, 0.987001
14.26,1.40, 0.989440
14.26,1.41, 0.991776
14.26,1.42, 0.994158
14.26,1.43, 0.996589
14.26,1.44, 0.999001
14.26,1.45, 1.001281
14.26,1.46, 1.003234
14.26,1.47, 1.004671
14.26,1.48, 1.005544
14.26,1.49, 1.005874
14.26,1.50, 1.005815
14.26,1.51, 1.005777
14.26,1.52, 1.006145
14.26,1.53, 1.006845
14.26,1.54, 1.007570
14.26,1.55, 1.008134
14.26,1.56, 1.008600
14.26,1.57, 1.009074
14.26,1.58, 1.009826
14.26,1.59, 1.011205
14.26,1.60, 1.013319
14.26,1.61, 1.015802
14.26,1.62, 1.018338
14.26,1.63, 1.021500
14.26,1.64, 1.026321
14.26,1.65, 1.033436
14.26,1.66, 1.042702
14.26,1.67, 1.053940
14.26,1.68, 1.067399
14.26,1.69, 1.083540
14.26,1.70, 1.101926
14.26,1.71, 1.120361
14.26,1.72, 1.136715
14.26,1.73, 1.151182
14.26,1.74, 1.165162
14.26,1.75, 1.180971
14.26,1.76, 1.202693
14.26,1.77, 1.234165
14.26,1.78, 1.275301
14.26,1.79, 1.324002
14.26,1.80, 1.378202
14.26,1.81, 1.435940
14.26,1.82, 1.495668
14.26,1.83, 1.559333
14.26,1.84, 1.630662
14.26,1.85, 1.711058
14.26,1.86, 1.797374
14.26,1.87, 1.885337
14.26,1.88, 1.965388
14.26,1.89, 2.025329
14.26,1.90, 2.062916
14.26,1.91, 2.095277
14.26,1.92, 2.140005
14.26,1.93, 2.199350
14.26,1.94, 2.267665
14.26,1.95, 2.339222
14.26,1.96, 2.408269
14.26,1.97, 2.469637
14.26,1.98, 2.523263
14.26,1.99, 2.571713
14.26,2.00, 2.617576
14.28,1.00, 8.162856
14.28,1.01, 7.756835
14.28,1.02, 7.354707
14.28,1.03, 6.960364
14.28,1.04, 6.577644
14.28,1.05, 6.203550
14.28,1.06, 5.821815
14.28,1.07, 5.416592
14.28,1.08, 4.988945
14.28,1.09, 4.548691
14.28,1.10, 4.111019
14.28,1.11, 3.701410
14.28,1.12, 3.343658
14.28,1.13, 3.036574
14.28,1.14, 2.766127
14.28,1.15, 2.519850
14.28,1.16, 2.288534
14.28,1.17, 2.064307
14.28,1.18, 1.847706
14.28,1.19, 1.643602
14.28,1.20, 1.457878
14.28,1.21, 1.298315
14.28,1.22, 1.172223
14.28,1.23, 1.080956
14.28,1.24, 1.022778
14.28,1.25, 0.992981
14.28,1.26, 0.981149
14.28,1.27, 0.976860
14.28,1.28, 0.975403
14.28,1.29, 0.975008
14.28,1.30, 0.974596
14.28,1.31, 0.974380
14.28,1.32, 0.974681
14.28,1.33, 0.975484
14.28,1.34, 0.976602
14.28,1.35, 0.977965
14.28,1.36, 0.979737
14.28,1.37, 0.982067
14.28,1.38, 0.984755
14.28,1.39, 0.987418
14.28,1.40, 0.989849
14.28,1.41, 0.992178
14.28,1.42, 0.994555
14.28,1.43, 0.996984
14.28,1.44, 0.999393
14.28,1.45, 1.001664
14.28,1.46, 1.003591
14.28,1.47, 1.004981
14.28,1.48, 1.005803
14.28,1.49, 1.006115
14.28,1.50, 1.006083
14.28,1.51, 1.006080
14.28,1.52, 1.006456
14.28,1.53, 1.007143
14.28,1.54, 1.007858
14.28,1.55, 1.008433
14.28,1.56, 1.008918
14.28,1.57, 1.009410
