g, c, u0
 4.00,1.00,11.994559
 4.00,1.01,11.929291
 4.00,1.02,11.864010
 4.00,1.03,11.798687
 4.00,1.04,11.733242
 4.00,1.05,11.667550
 4.00,1.06,11.601380
 4.00,1.07,11.534433
 4.00,1.08,11.466260
 4.00,1.09,11.396324
 4.00,1.10,11.323913
 4.00,1.11,11.248229
 4.00,1.12,11.168318
 4.00,1.13,11.083178
 4.00,1.14,10.991759
 4.00,1.15,10.893052
 4.00,1.16,10.786252
 4.00,1.17,10.670766
 4.00,1.18,10.546770
 4.00,1.19,10.415194
 4.00,1.20,10.277588
 4.00,1.21,10.136090
 4.00,1.22, 9.993455
 4.00,1.23, 9.853099
 4.00,1.24, 9.719094
 4.00,1.25, 9.595901
 4.00,1.26, 9.488109
 4.00,1.27, 9.400176
 4.00,1.28, 9.336006
 4.00,1.29, 9.298371
 4.00,1.30, 9.288036
 4.00,1.31, 9.303325
 4.00,1.32, 9.341775
 4.00,1.33, 9.400407
 4.00,1.34, 9.475639
 4.00,1.35, 9.563712
 4.00,1.36, 9.661182
 4.00,1.37, 9.764654
 4.00,1.38, 9.870708
 4.00,1.39, 9.976836
 4.00,1.40,10.081194
 4.00,1.41,10.182215
 4.00,1.42,10.278442
 4.00,1.43,10.368813
 4.00,1.44,10.453226
 4.00,1.45,10.532204
 4.00,1.46,10.606442
 4.00,1.47,10.676786
 4.00,1.48,10.744127
 4.00,1.49,10.809387
 4.00,1.50,10.873463
 4.00,1.51,10.937108
 4.00,1.52,11.000949
 4.00,1.53,11.065249
 4.00,1.54,11.130321
 4.00,1.55,11.197046
 4.00,1.56,11.266495
 4.00,1.57,11.339902
 4.00,1.58,11.418429
 4.00,1.59,11.503033
 4.00,1.60,11.594381
 4.00,1.61,11.692597
 4.00,1.62,11.797135
 4.00,1.63,11.906991
 4.00,1.64,12.021097
 4.00,1.65,12.138558
 4.00,1.66,12.259111
 4.00,1.67,12.383561
 4.00,1.68,12.513320
 4.00,1.69,12.649745
 4.00,1.70,12.793616
 4.00,1.71,12.945776
 4.00,1.72,13.107664
 4.00,1.73,13.280815
 4.00,1.74,13.466579
 4.00,1.75,13.665990
 4.00,1.76,13.879034
 4.00,1.77,14.105145
 4.00,1.78,14.342609
 4.00,1.79,14.588963
 4.00,1.80,14.839897
 4.00,1.81,15.090656
 4.00,1.82,15.336561
 4.00,1.83,15.573480
 4.00,1.84,15.799408
 4.00,1.85,16.013214
 4.00,1.86,16.215130
 4.00,1.87,16.405866
 4.00,1.88,16.586679
 4.00,1.89,16.758974
 4.00,1.90,16.924197
 4.00,1.91,17.083762
 4.00,1.92,17.238913
 4.00,1.93,17.390784
 4.00,1.94,17.540267
 4.00,1.95,17.688130
 4.00,1.96,17.834907
 4.00,1.97,17.981035
 4.00,1.98,18.126777
 4.00,1.99,18.272328
 4.00,2.00,18.417797
 4.02,1.00,11.990746
 4.02,1.01,11.924999
 4.02,1.02,11.859243
 4.02,1.03,11.793451
 4.02,1.04,11.727546
 4.02,1.05,11.661405
 4.02,1.06,11.594799
 4.02,1.07,11.527427
 4.02,1.08,11.458839
 4.02,1.09,11.388495
 4.02,1.10,11.315673
 4.02,1.11,11.239567
 4.02,1.12,11.159211
 4.02,1.13,11.073585
 4.02,1.14,10.981622
 4.02,1.15,10.882294
 4.02,1.16,10.774775
 4.02,1.17,10.658458
 4.02,1.18,10.533512
 4.02,1.19,10.400874
 4.02,1.20,10.262103
 4.02,1.21,10.119337
 4.02,1.22, 9.975302
 4.02,1.23, 9.833356
 4.02,1.24, 9.697491
 4.02,1.25, 9.572079
 4.02,1.26, 9.461630
 4.02,1.27, 9.370530
 4.02,1.28, 9.302634
 4.02,1.29, 9.260703
 4.02,1.30, 9.245542
 4.02,1.31, 9.255575
 4.02,1.32, 9.288462
 4.02,1.33, 9.341360
 4.02,1.34, 9.410815
 4.02,1.35, 9.493160
 4.02,1.36, 9.585091
 4.02,1.37, 9.683411
 4.02,1.38, 9.784856
 4.02,1.39, 9.886989
 4.02,1.40, 9.988026
 4.02,1.41,10.086475
 4.02,1.42,10.180893
 4.02,1.43,10.270222
 4.02,1.44,10.354329
 4.02,1.45,10.433600
 4.02,1.46,10.508589
 4.02,1.47,10.579969
 4.02,1.48,10.648451
 4.02,1.49,10.714824
 4.02,1.50,10.779874
 4.02,1.51,10.844280
 4.02,1.52,10.908612
 4.02,1.53,10.973078
 4.02,1.54,11.037942
 4.02,1.55,11.104034
 4.02,1.56,11.172380
 4.02,1.57,11.244209
 4.02,1.58,11.320697
 4.02,1.59,11.402808
 4.02,1.60,11.491194
 4.02,1.61,11.586028
 4.02,1.62,11.686910
 4.02,1.63,11.793055
 4.02,1.64,11.903610
 4.02,1.65,12.017921
 4.02,1.66,12.135964
 4.02,1.67,12.258772
 4.02,1.68,12.387940
 4.02,1.69,12.524918
 4.02,1.70,12.670557
 4.02,1.71,12.825645
 4.02,1.72,12.991455
 4.02,1.73,13.169322
 4.02,1.74,13.360352
 4.02,1.75,13.565339
 4.02,1.76,13.784075
 4.02,1.77,14.015806
 4.02,1.78,14.258623
 4.02,1.79,14.509888
 4.02,1.80,14.765201
 4.02,1.81,15.019777
 4.02,1.82,15.269041
 4.02,1.83,15.509006
 4.02,1.84,15.737835
 4.02,1.85,15.954547
 4.02,1.86,16.159441
 4.02,1.87,16.353266
 4.02,1.88,16.537292
 4.02,1.89,16.712928
 4.02,1.90,16.881619
 4.02,1.91,17.044771
 4.02,1.92,17.203614
 4.02,1.93,17.359270
 4.02,1.94,17.512616
 4.02,1.95,17.664404
 4.02,1.96,17.815157
 4.02,1.97,17.965299
 4.02,1.98,18.115080
 4.02,1.99,18.264688
 4.02,2.00,18.414222
 4.04,1.00,11.986934
 4.04,1.01,11.920706
 4.04,1.02,11.854470
 4.04,1.03,11.788207
 4.04,1.04,11.721838
 4.04,1.05,11.655244
 4.04,1.06,11.588196
 4.04,1.07,11.520395
 4.04,1.08,11.451386
 4.04,1.09,11.380627
 4.04,1.10,11.307387
 4.04,1.11,11.230853
 4.04,1.12,11.150044
 4.04,1.13,11.063927
 4.04,1.14,10.971415
 4.04,1.15,10.871463
 4.04,1.16,10.763227
 4.04,1.17,10.646085
 4.04,1.18,10.520202
 4.04,1.19,10.386524
 4.04,1.20,10.246622
 4.04,1.21,10.102633
 4.04,1.22, 9.957255
 4.04,1.23, 9.813787
 4.04,1.24, 9.676136
 4.04,1.25, 9.548582
 4.04,1.26, 9.435548
 4.04,1.27, 9.341346
 4.04,1.28, 9.269783
 4.04,1.29, 9.223603
 4.04,1.30, 9.203653
 4.04,1.31, 9.208458
 4.04,1.32, 9.235804
 4.04,1.33, 9.282982
 4.04,1.34, 9.346670
 4.04,1.35, 9.423291
 4.04,1.36, 9.509685
 4.04,1.37, 9.602857
 4.04,1.38, 9.699697
 4.04,1.39, 9.797840
 4.04,1.40, 9.895566
 4.04,1.41, 9.991458
 4.04,1.42,10.084090
 4.04,1.43,10.172407
 4.04,1.44,10.256246
 4.04,1.45,10.335850
 4.04,1.46,10.411636
 4.04,1.47,10.484094
 4.04,1.48,10.553756
 4.04,1.49,10.621277
 4.04,1.50,10.687330
 4.04,1.51,10.752523
 4.04,1.52,10.817362
 4.04,1.53,10.882007
 4.04,1.54,10.946671
 4.04,1.55,11.012134
 4.04,1.56,11.079382
 4.04,1.57,11.149637
 4.04,1.58,11.224100
 4.04,1.59,11.303737
 4.04,1.60,11.389191
 4.04,1.61,11.480678
 4.04,1.62,11.577943
 4.04,1.63,11.680415
 4.04,1.64,11.787446
 4.04,1.65,11.898621
 4.04,1.66,12.014145
 4.04,1.67,12.135274
 4.04,1.68,12.263773
 4.04,1.69,12.401182
 4.04,1.70,12.548415
 4.04,1.71,12.706207
 4.04,1.72,12.875667
 4.04,1.73,13.057937
 4.04,1.74,13.253889
 4.04,1.75,13.464082
 4.04,1.76,13.688122
 4.04,1.77,13.925079
 4.04,1.78,14.172859
 4.04,1.79,14.428657
 4.04,1.80,14.688000
 4.04,1.81,14.946083
 4.04,1.82,15.198450
 4.04,1.83,15.441269
 4.04,1.84,15.672874
 4.04,1.85,15.892435
 4.04,1.86,16.100314
 4.04,1.87,16.297289
 4.04,1.88,16.484637
 4.04,1.89,16.663764
 4.04,1.90,16.836102
 4.04,1.91,17.003043
 4.04,1.92,17.165798
 4.04,1.93,17.325471
 4.04,1.94,17.482919
 4.04,1.95,17.638877
 4.04,1.96,17.793854
 4.04,1.97,17.948256
 4.04,1.98,18.102326
 4.04,1.99,18.256240
 4.04,2.00,18.410087
 4.06,1.00,11.983126
 4.06,1.01,11.916395
 4.06,1.02,11.849661
 4.06,1.03,11.782904
 4.06,1.04,11.716049
 4.06,1.05,11.648979
 4.06,1.06,11.581465
 4.06,1.07,11.513209
 4.06,1.08,11.443752
 4.06,1.09,11.372547
 4.06,1.10,11.298860
 4.06,1.11,11.221866
 4.06,1.12,11.140574
 4.06,1.13,11.053935
 4.06,1.14,10.960848
 4.06,1.15,10.860250
 4.06,1.16,10.751285
 4.06,1.17,10.633318
 4.06,1.18,10.506516
 4.06,1.19,10.371837
 4.06,1.20,10.230872
 4.06,1.21,10.085760
 4.06,1.22, 9.939173
 4.06,1.23, 9.794346
 4.06,1.24, 9.655087
 4.06,1.25, 9.525574
 4.06,1.26, 9.410133
 4.06,1.27, 9.312993
 4.06,1.28, 9.237906
 4.06,1.29, 9.187598
 4.06,1.30, 9.162955
 4.06,1.31, 9.162607
 4.06,1.32, 9.184473
 4.06,1.33, 9.225981
 4.06,1.34, 9.283938
 4.06,1.35, 9.354867
 4.06,1.36, 9.435756
 4.06,1.37, 9.523813
 4.06,1.38, 9.616081
 4.06,1.39, 9.710277
 4.06,1.40, 9.804744
 4.06,1.41, 9.898139
 4.06,1.42, 9.989058
 4.06,1.43,10.076452
 4.06,1.44,10.160120
 4.06,1.45,10.240165
 4.06,1.46,10.316855
 4.06,1.47,10.390494
 4.06,1.48,10.461425
 4.06,1.49,10.530168
 4.06,1.50,10.597279
 4.06,1.51,10.663292
 4.06,1.52,10.728649
 4.06,1.53,10.793456
 4.06,1.54,10.857880
 4.06,1.55,10.922655
 4.06,1.56,10.988732
 4.06,1.57,11.057335
 4.06,1.58,11.129693
 4.06,1.59,11.206785
 4.06,1.60,11.289245
 4.06,1.61,11.377333
 4.06,1.62,11.470932
 4.06,1.63,11.569677
 4.06,1.64,11.673121
 4.06,1.65,11.781074
 4.06,1.66,11.893956
 4.06,1.67,12.013236
 4.06,1.68,12.140830
 4.06,1.69,12.278352
 4.06,1.70,12.426767
 4.06,1.71,12.586755
 4.06,1.72,12.759268
 4.06,1.73,12.945266
 4.06,1.74,13.145399
 4.06,1.75,13.360013
 4.06,1.76,13.588541
 4.06,1.77,13.829894
 4.06,1.78,14.081817
 4.06,1.79,14.341365
 4.06,1.80,14.604018
 4.06,1.81,14.864978
 4.06,1.82,15.119935
 4.06,1.83,15.365239
 4.06,1.84,15.599400
 4.06,1.85,15.821742
 4.06,1.86,16.032673
 4.06,1.87,16.232992
 4.06,1.88,16.423962
 4.06,1.89,16.606963
 4.06,1.90,16.783401
 4.06,1.91,16.954634
 4.06,1.92,17.121844
 4.06,1.93,17.286102
 4.06,1.94,17.448238
 4.06,1.95,17.608964
 4.06,1.96,17.768765
 4.06,1.97,17.928034
 4.06,1.98,18.086997
 4.06,1.99,18.245822
 4.06,2.00,18.404587
 4.08,1.00,11.979324
 4.08,1.01,11.912019
 4.08,1.02,11.844712
 4.08,1.03,11.777387
 4.08,1.04,11.709970
 4.08,1.05,11.642346
 4.08,1.06,11.574284
 4.08,1.07,11.505487
 4.08,1.08,11.435492
 4.08,1.09,11.363751
 4.08,1.10,11.289519
 4.08,1.11,11.211967
 4.08,1.12,11.130089
 4.08,1.13,11.042829
 4.08,1.14,10.949071
 4.08,1.15,10.847741
 4.08,1.16,10.737972
 4.08,1.17,10.619127
 4.08,1.18,10.491382
 4.08,1.19,10.355721
 4.08,1.20,10.213764
 4.08,1.21,10.067664
 4.08,1.22, 9.920066
 4.08,1.23, 9.774133
 4.08,1.24, 9.633556
 4.08,1.25, 9.502388
 4.08,1.26, 9.384838
 4.08,1.27, 9.285040
 4.08,1.28, 9.206676
 4.08,1.29, 9.152450
 4.08,1.30, 9.123287
 4.08,1.31, 9.117928
 4.08,1.32, 9.134429
 4.08,1.33, 9.170358
 4.08,1.34, 9.222658
 4.08,1.35, 9.287964
 4.08,1.36, 9.363414
 4.08,1.37, 9.446416
 4.08,1.38, 9.534176
 4.08,1.39, 9.624495
 4.08,1.40, 9.715782
 4.08,1.41, 9.806770
 4.08,1.42, 9.896081
 4.08,1.43, 9.982677
 4.08,1.44,10.066321
 4.08,1.45,10.146969
 4.08,1.46,10.224733
 4.08,1.47,10.299714
 4.08,1.48,10.372059
 4.08,1.49,10.442141
 4.08,1.50,10.510397
 4.08,1.51,10.577279
 4.08,1.52,10.643162
 4.08,1.53,10.708099
 4.08,1.54,10.772211
 4.08,1.55,10.836193
 4.08,1.56,10.900968
 4.08,1.57,10.967770
 4.08,1.58,11.037865
 4.08,1.59,11.112252
 4.08,1.60,11.191564
 4.08,1.61,11.276104
 4.08,1.62,11.365887
 4.08,1.63,11.460753
 4.08,1.64,11.560443
 4.08,1.65,11.664981
 4.08,1.66,11.774990
 4.08,1.67,11.892133
 4.08,1.68,12.018454
 4.08,1.69,12.155616
 4.08,1.70,12.304618
 4.08,1.71,12.466076
 4.08,1.72,12.640797
 4.08,1.73,12.829568
 4.08,1.74,13.032842
 4.08,1.75,13.250770
 4.08,1.76,13.482637
 4.08,1.77,13.727220
 4.08,1.78,13.982134
 4.08,1.79,14.244332
 4.08,1.80,14.509282
 4.08,1.81,14.772236
 4.08,1.82,15.029069
 4.08,1.83,15.276347
 4.08,1.84,15.512770
 4.08,1.85,15.737815
 4.08,1.86,15.951925
 4.08,1.87,16.155894
 4.08,1.88,16.350942
 4.08,1.89,16.538402
 4.08,1.90,16.719622
 4.08,1.91,16.895908
 4.08,1.92,17.068388
 4.08,1.93,17.238086
 4.08,1.94,17.405791
 4.08,1.95,17.572179
 4.08,1.96,17.737711
 4.08,1.97,17.902753
 4.08,1.98,18.067520
 4.08,1.99,18.232163
 4.08,2.00,18.396755
 4.10,1.00,11.975532
 4.10,1.01,11.907479
 4.10,1.02,11.839424
 4.10,1.03,11.771354
 4.10,1.04,11.703194
 4.10,1.05,11.634830
 4.10,1.06,11.566031
 4.10,1.07,11.496496
 4.10,1.08,11.425761
 4.10,1.09,11.353271
 4.10,1.10,11.278276
 4.10,1.11,11.199938
 4.10,1.12,11.117245
 4.10,1.13,11.029130
 4.10,1.14,10.934468
 4.10,1.15,10.832181
 4.10,1.16,10.721403
 4.10,1.17,10.601503
 4.10,1.18,10.472683
 4.10,1.19,10.335972
 4.10,1.20,10.193042
 4.10,1.21,10.046071
 4.10,1.22, 9.897686
 4.10,1.23, 9.750970
 4.10,1.24, 9.609469
 4.10,1.25, 9.477076
 4.10,1.26, 9.357860
 4.10,1.27, 9.255835
 4.10,1.28, 9.174602
 4.10,1.29, 9.116829
 4.10,1.30, 9.083474
 4.10,1.31, 9.073395
 4.10,1.32, 9.084787
 4.10,1.33, 9.115364
 4.10,1.34, 9.162209
 4.10,1.35, 9.222081
 4.10,1.36, 9.292271
 4.10,1.37, 9.370385
 4.10,1.38, 9.453793
 4.10,1.39, 9.540388
 4.10,1.40, 9.628647
 4.10,1.41, 9.717380
 4.10,1.42, 9.805244
 4.10,1.43, 9.891220
 4.10,1.44, 9.975038
 4.10,1.45,10.056505
 4.10,1.46,10.135563
 4.10,1.47,10.212095
 4.10,1.48,10.286033
 4.10,1.49,10.357599
 4.10,1.50,10.427100
 4.10,1.51,10.494901
 4.10,1.52,10.561301
 4.10,1.53,10.626307
 4.10,1.54,10.689993
 4.10,1.55,10.753025
 4.10,1.56,10.816302
 4.10,1.57,10.881076
 4.10,1.58,10.948654
 4.10,1.59,11.020069
 4.10,1.60,11.095955
 4.10,1.61,11.176661
 4.10,1.62,11.262337
 4.10,1.63,11.353017
 4.10,1.64,11.448635
 4.10,1.65,11.549418
 4.10,1.66,11.656179
 4.10,1.67,11.770758
 4.10,1.68,11.895301
 4.10,1.69,12.031496
 4.10,1.70,12.180355
 4.10,1.71,12.342428
 4.10,1.72,12.518380
 4.10,1.73,12.708841
 4.10,1.74,12.914083
 4.10,1.75,13.134086
 4.10,1.76,13.368010
 4.10,1.77,13.614522
 4.10,1.78,13.871143
 4.10,1.79,14.134763
 4.10,1.80,14.400883
 4.10,1.81,14.664849
 4.10,1.82,14.922769
 4.10,1.83,15.171462
 4.10,1.84,15.409834
 4.10,1.85,15.637519
 4.10,1.86,15.854976
 4.10,1.87,16.062972
 4.10,1.88,16.262655
 4.10,1.89,16.455275
 4.10,1.90,16.642096
 4.10,1.91,16.824340
 4.10,1.92,17.003063
 4.10,1.93,17.179220
 4.10,1.94,17.353545
 4.10,1.95,17.526664
 4.10,1.96,17.699004
 4.10,1.97,17.870905
 4.10,1.98,18.042560
 4.10,1.99,18.214108
 4.10,2.00,18.385612
 4.12,1.00,11.971758
 4.12,1.01,11.902649
 4.12,1.02,11.833540
 4.12,1.03,11.764413
 4.12,1.04,11.695196
 4.12,1.05,11.625771
 4.12,1.06,11.555905
 4.12,1.07,11.485293
 4.12,1.08,11.413466
 4.12,1.09,11.339863
 4.12,1.10,11.263729
 4.12,1.11,11.184218
 4.12,1.12,11.100310
 4.12,1.13,11.010932
 4.12,1.14,10.914962
 4.12,1.15,10.811320
 4.12,1.16,10.699158
 4.12,1.17,10.577865
 4.12,1.18,10.447697
 4.12,1.19,10.309752
 4.12,1.20,10.165787
 4.12,1.21,10.018033
 4.12,1.22, 9.869110
 4.12,1.23, 9.722008
 4.12,1.24, 9.580094
 4.12,1.25, 9.447060
 4.12,1.26, 9.326800
 4.12,1.27, 9.223180
 4.12,1.28, 9.139701
 4.12,1.29, 9.078980
 4.12,1.30, 9.042002
 4.12,1.31, 9.027734
 4.12,1.32, 9.034516
 4.12,1.33, 9.060208
 4.12,1.34, 9.102042
 4.12,1.35, 9.156911
 4.12,1.36, 9.222255
 4.12,1.37, 9.295872
 4.12,1.38, 9.375289
 4.12,1.39, 9.458500
 4.12,1.40, 9.544050
 4.12,1.41, 9.630824
 4.12,1.42, 9.717524
 4.12,1.43, 9.803159
 4.12,1.44, 9.887430
 4.12,1.45, 9.969992
 4.12,1.46,10.050605
 4.12,1.47,10.128922
 4.12,1.48,10.204652
 4.12,1.49,10.277852
 4.12,1.50,10.348694
 4.12,1.51,10.417443
 4.12,1.52,10.484320
 4.12,1.53,10.549282
 4.12,1.54,10.612369
 4.12,1.55,10.674217
 4.12,1.56,10.735711
 4.12,1.57,10.798125
 4.12,1.58,10.862814
 4.12,1.59,10.930851
 4.12,1.60,11.002886
 4.12,1.61,11.079318
 4.12,1.62,11.160430
 4.12,1.63,11.246456
 4.12,1.64,11.337522
 4.12,1.65,11.434056
 4.12,1.66,11.537053
 4.12,1.67,11.648514
 4.12,1.68,11.770659
 4.12,1.69,11.905181
 4.12,1.70,12.053090
 4.12,1.71,12.214866
 4.12,1.72,12.391039
 4.12,1.73,12.582089
 4.12,1.74,12.788127
 4.12,1.75,13.008976
 4.12,1.76,13.243688
 4.12,1.77,13.490839
 4.12,1.78,13.747892
 4.12,1.79,14.011712
 4.12,1.80,14.277879
 4.12,1.81,14.541880
 4.12,1.82,14.800097
 4.12,1.83,15.049642
 4.12,1.84,15.289642
 4.12,1.85,15.519893
 4.12,1.86,15.740857
 4.12,1.87,15.953251
 4.12,1.88,16.158121
 4.12,1.89,16.356601
 4.12,1.90,16.549841
 4.12,1.91,16.738955
 4.12,1.92,16.924901
 4.12,1.93,17.108543
 4.12,1.94,17.290546
 4.12,1.95,17.471476
 4.12,1.96,17.651716
 4.12,1.97,17.831571
 4.12,1.98,18.011213
 4.12,1.99,18.190764
 4.12,2.00,18.370279
 4.14,1.00,11.968005
 4.14,1.01,11.897383
 4.14,1.02,11.826758
 4.14,1.03,11.756110
 4.14,1.04,11.685364
 4.14,1.05,11.614397
 4.14,1.06,11.542971
 4.14,1.07,11.470776
 4.14,1.08,11.397336
 4.14,1.09,11.322081
 4.14,1.10,11.244250
 4.14,1.11,11.162989
 4.14,1.12,11.077274
 4.14,1.13,10.986033
 4.14,1.14,10.888149
 4.14,1.15,10.782559
 4.14,1.16,10.668445
 4.14,1.17,10.545245
 4.14,1.18,10.413294
 4.14,1.19,10.273807
 4.14,1.20,10.128663
 4.14,1.21, 9.980180
 4.14,1.22, 9.830993
 4.14,1.23, 9.683987
 4.14,1.24, 9.542305
 4.14,1.25, 9.409384
 4.14,1.26, 9.288898
 4.14,1.27, 9.184537
 4.14,1.28, 9.099674
 4.14,1.29, 9.036858
 4.14,1.30, 8.997085
 4.14,1.31, 8.979429
 4.14,1.32, 8.982370
 4.14,1.33, 9.003920
 4.14,1.34, 9.041459
 4.14,1.35, 9.092032
 4.14,1.36, 9.153213
 4.14,1.37, 9.222979
 4.14,1.38, 9.299006
 4.14,1.39, 9.379391
 4.14,1.40, 9.462744
 4.14,1.41, 9.548029
 4.14,1.42, 9.634004
 4.14,1.43, 9.719716
 4.14,1.44, 9.804839
 4.14,1.45, 9.888881
 4.14,1.46, 9.971405
 4.14,1.47,10.051831
 4.14,1.48,10.129634
 4.14,1.49,10.204702
 4.14,1.50,10.277061
 4.14,1.51,10.346864
 4.14,1.52,10.414243
 4.14,1.53,10.479106
 4.14,1.54,10.541459
 4.14,1.55,10.601921
 4.14,1.56,10.661368
 4.14,1.57,10.721101
 4.14,1.58,10.782525
 4.14,1.59,10.846764
 4.14,1.60,10.914503
 4.14,1.61,10.986199
 4.14,1.62,11.062270
 4.14,1.63,11.143154
 4.14,1.64,11.229178
 4.14,1.65,11.320970
 4.14,1.66,11.419695
 4.14,1.67,11.527496
 4.14,1.68,11.646639
 4.14,1.69,11.778799
 4.14,1.70,11.924962
 4.14,1.71,12.085539
 4.14,1.72,12.260935
 4.14,1.73,12.451489
 4.14,1.74,12.657166
 4.14,1.75,12.877653
 4.14,1.76,13.111903
 4.14,1.77,13.358418
 4.14,1.78,13.614634
 4.14,1.79,13.877429
 4.14,1.80,14.142509
 4.14,1.81,14.405543
 4.14,1.82,14.663230
 4.14,1.83,14.913002
 4.14,1.84,15.154222
 4.14,1.85,15.386855
 4.14,1.86,15.611356
 4.14,1.87,15.828372
 4.14,1.88,16.038820
 4.14,1.89,16.243692
 4.14,1.90,16.443995
 4.14,1.91,16.640709
 4.14,1.92,16.834672
 4.14,1.93,17.026642
 4.14,1.94,17.217198
 4.14,1.95,17.406833
 4.14,1.96,17.595880
 4.14,1.97,17.784602
 4.14,1.98,17.973147
 4.14,1.99,18.161619
 4.14,2.00,18.350061
 4.16,1.00,11.964281
 4.16,1.01,11.891535
 4.16,1.02,11.818781
 4.16,1.03,11.745994
 4.16,1.04,11.673091
 4.16,1.05,11.599944
 4.16,1.06,11.526306
 4.16,1.07,11.451858
 4.16,1.08,11.376113
 4.16,1.09,11.298494
 4.16,1.10,11.218229
 4.16,1.11,11.134459
 4.16,1.12,11.046161
 4.16,1.13,10.952266
 4.16,1.14,10.851677
 4.16,1.15,10.743361
 4.16,1.16,10.626558
 4.16,1.17,10.500779
 4.16,1.18,10.366482
 4.16,1.19,10.225048
 4.16,1.20,10.078530
 4.16,1.21, 9.929381
 4.16,1.22, 9.780268
 4.16,1.23, 9.633960
 4.16,1.24, 9.493318
 4.16,1.25, 9.361461
 4.16,1.26, 9.241787
 4.16,1.27, 9.137764
 4.16,1.28, 9.052614
 4.16,1.29, 8.988789
 4.16,1.30, 8.947279
 4.16,1.31, 8.927257
 4.16,1.32, 8.927345
 4.16,1.33, 8.945706
 4.16,1.34, 8.979879
 4.16,1.35, 9.027064
 4.16,1.36, 9.084962
 4.16,1.37, 9.151707
 4.16,1.38, 9.225113
 4.16,1.39, 9.303377
 4.16,1.40, 9.385179
 4.16,1.41, 9.469567
 4.16,1.42, 9.555367
 4.16,1.43, 9.641684
 4.16,1.44, 9.728165
 4.16,1.45, 9.814167
 4.16,1.46, 9.899056
 4.16,1.47, 9.982010
 4.16,1.48,10.062272
 4.16,1.49,10.139551
 4.16,1.50,10.213716
 4.16,1.51,10.284792
 4.16,1.52,10.352803
 4.16,1.53,10.417606
 4.16,1.54,10.479174
 4.16,1.55,10.538116
 4.16,1.56,10.595312
 4.16,1.57,10.652092
 4.16,1.58,10.709906
 4.16,1.59,10.769950
 4.16,1.60,10.832964
 4.16,1.61,10.899482
 4.16,1.62,10.970065
 4.16,1.63,11.045358
 4.16,1.64,11.125902
 4.16,1.65,11.212525
 4.16,1.66,11.306549
 4.16,1.67,11.410238
 4.16,1.68,11.525879
 4.16,1.69,11.655108
 4.16,1.70,11.798867
 4.16,1.71,11.957495
 4.16,1.72,12.131280
 4.16,1.73,12.320437
 4.16,1.74,12.524797
 4.16,1.75,12.743922
 4.16,1.76,12.976674
 4.16,1.77,13.221489
 4.16,1.78,13.475799
 4.16,1.79,13.736525
 4.16,1.80,13.999536
 4.16,1.81,14.260722
 4.16,1.82,14.517118
 4.16,1.83,14.766496
 4.16,1.84,15.008464
 4.16,1.85,15.243163
 4.16,1.86,15.471036
 4.16,1.87,15.692653
 4.16,1.88,15.908785
 4.16,1.89,16.120258
 4.16,1.90,16.327921
 4.16,1.91,16.532601
 4.16,1.92,16.735001
 4.16,1.93,16.935757
 4.16,1.94,17.135352
 4.16,1.95,17.334198
 4.16,1.96,17.532569
 4.16,1.97,17.730681
 4.16,1.98,17.928656
 4.16,1.99,18.126577
 4.16,2.00,18.324478
 4.18,1.00,11.960591
 4.18,1.01,11.884973
 4.18,1.02,11.809339
 4.18,1.03,11.733655
 4.18,1.04,11.657828
 4.18,1.05,11.581719
 4.18,1.06,11.505069
 4.18,1.07,11.427548
 4.18,1.08,11.348655
 4.18,1.09,11.267801
 4.18,1.10,11.184207
 4.18,1.11,11.097007
 4.18,1.12,11.005184
 4.18,1.13,10.907682
 4.18,1.14,10.803439
 4.18,1.15,10.691471
 4.18,1.16,10.571104
 4.18,1.17,10.441958
 4.18,1.18,10.304666
 4.18,1.19,10.160832
 4.18,1.20,10.012744
 4.18,1.21, 9.863037
 4.18,1.22, 9.714441
 4.18,1.23, 9.569588
 4.18,1.24, 9.430989
 4.18,1.25, 9.301362
 4.18,1.26, 9.183762
 4.18,1.27, 9.081386
 4.18,1.28, 8.997263
 4.18,1.29, 8.933720
 4.18,1.30, 8.891720
 4.18,1.31, 8.870529
 4.18,1.32, 8.868911
 4.18,1.33, 8.885186
 4.18,1.34, 8.917056
 4.18,1.35, 8.961892
 4.18,1.36, 9.017504
 4.18,1.37, 9.082166
 4.18,1.38, 9.153815
 4.18,1.39, 9.230747
 4.18,1.40, 9.311716
 4.18,1.41, 9.395861
 4.18,1.42, 9.482098
 4.18,1.43, 9.569605
 4.18,1.44, 9.658002
 4.18,1.45, 9.746496
 4.18,1.46, 9.834249
 4.18,1.47, 9.920205
 4.18,1.48,10.003378
 4.18,1.49,10.083288
 4.18,1.50,10.159630
 4.18,1.51,10.232282
 4.18,1.52,10.301141
 4.18,1.53,10.366004
 4.18,1.54,10.426810
 4.18,1.55,10.484166
 4.18,1.56,10.538964
 4.18,1.57,10.592563
 4.18,1.58,10.646457
 4.18,1.59,10.701926
 4.18,1.60,10.759798
 4.18,1.61,10.820714
 4.18,1.62,10.885390
 4.18,1.63,10.954692
 4.18,1.64,11.029384
 4.18,1.65,11.110501
 4.18,1.66,11.199510
 4.18,1.67,11.298777
 4.18,1.68,11.410589
 4.18,1.69,11.536531
 4.18,1.70,11.677483
 4.18,1.71,11.833706
 4.18,1.72,12.005382
 4.18,1.73,12.192611
